survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_caped,family_size,is_alone
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True,5.115600000000001,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,Southampton,no,True,7.8406,1,1
0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False,-0.20940000000000225,3,0
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False,1.3280999999999992,5,0
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True,7.994700000000001,1,1
1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,6.615600000000001,1,1
1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False,-13.873999999999988,3,0
1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True,-1.3281500000000008,1,1
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,8.151,1,1
0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True,4.615600000000001,1,1
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False,-16.084399999999995,2,0
0,3,female,29.69911764705882,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False,4.63645,2,0
1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,7.9031,1,1
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False,-3.1343999999999994,3,0
1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False,-43.57605000000002,3,0
0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-1.1343999999999994,1,1
0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True,-8.1969,1,1
0,3,male,29.69911764705882,0,0,8.7125,C,Third,man,True,Cherbourg,no,True,7.5093499999999995,1,1
1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False,-27.959400000000016,3,0
0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True,4.365600000000001,1,1
1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False,-27.734400000000008,3,0
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True,9.0885,1,1
1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,-27.267750000000007,2,0
0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
0,3,female,29.69911764705882,0,2,7.75,Q,Third,woman,False,Queenstown,no,False,8.151,3,0
0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False,-1.1343999999999994,2,0
0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False,-0.20940000000000225,3,0
1,2,female,29.69911764705882,0,0,33.0,S,Second,woman,False,Southampton,yes,True,-4.634399999999999,1,1
0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True,19.776,1,1
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False,-16.598999999999997,2,0
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False,-1.6343999999999994,4,0
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,1,male,29.69911764705882,0,0,42.4,S,First,man,True,Southampton,no,True,-9.334399999999995,1,1
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True,-1.4094000000000015,1,1
0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False,4.0906,2,0
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True,-3.3843999999999994,1,1
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False,-8.923999999999992,4,0
1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True,-64.86564999999999,1,1
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False,-3.7719000000000023,7,0
0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,Southampton,no,True,9.201,1,1
1,3,female,29.69911764705882,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,4.115600000000001,2,0
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
0,3,male,35.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,-20.6344,4,0
0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False,4.6655999999999995,3,0
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False,3.815599999999998,2,0
1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,-7.634399999999999,4,0
0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,4.6385000000000005,2,0
1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False,-14.411499999999997,2,0
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False,3.99475,3,0
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,7.994700000000001,1,1
0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True,3.815599999999998,1,1
0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True,-4.294800000000002,1,1
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True,5.6906,1,1
1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True,-27.113550000000004,1,1
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,8.17605,1,1
1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True,-3.1343999999999994,1,1
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True,9.194700000000001,1,1
1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True,-3.3843999999999994,1,1
0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,Southampton,no,True,19.776,1,1
0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-2.0844000000000023,6,0
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,7.9031,1,1
0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False,-1.2593999999999994,3,0
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False,-7.978149999999999,6,0
0,3,male,29.69911764705882,1,0,16.1,S,Third,man,True,Southampton,no,False,3.815599999999998,2,0
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,7.994700000000001,1,1
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,-22.78439999999999,1,1
0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-2.0844000000000023,6,0
1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-16.3823,1,1
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,2.236449999999998,4,0
1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False,-26.49900000000001,2,0
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True,-5.884399999999999,1,1
0,3,male,29.69911764705882,0,0,7.55,S,Third,man,True,Southampton,no,True,8.451,1,1
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True,8.451,1,1
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,0.3656000000000006,2,0
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True,7.648950000000001,1,1
1,3,female,29.69911764705882,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True,8.0322,1,1
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True,9.651,1,1
0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False,-24.8844,3,0
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False,4.115600000000001,3,0
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False,-44.77190000000002,3,0
1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False,-54.95940000000002,3,0
0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True,-0.9281500000000023,1,1
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,8.5323,1,1
1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False,7.9031,2,0
0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False,-24.8844,3,0
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,1,female,29.69911764705882,1,0,52.0,S,First,woman,False,Southampton,yes,False,-14.1344,2,0
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False,-7.634399999999999,3,0
0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False,-14.1344,2,0
0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,5.365600000000001,1,1
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,19.776,1,1
0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True,6.944750000000001,1,1
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False,-11.584399999999995,8,0
1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False,-244.2990000000001,2,0
0,3,female,29.69911764705882,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True,7.796850000000001,1,1
1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True,-26.49900000000001,1,1
0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True,7.2531,1,1
0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-11.584399999999995,8,0
0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False,-7.634399999999999,3,0
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False,-8.923999999999992,4,0
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-7.978149999999999,6,0
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True,6.780200000000001,1,1
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,8.0823,1,1
1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False,-93.80314999999999,2,0
1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False,-16.6344,2,0
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False,5.1572499999999994,2,0
1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-16.3823,1,1
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True,5.115600000000001,1,1
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,female,29.69911764705882,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,8.17605,1,1
0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False,-43.57605000000002,3,0
0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True,8.301,1,1
1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False,-101.89689999999999,2,0
1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,-1.2781500000000037,1,1
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,4.6385000000000005,2,0
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True,8.163450000000001,1,1
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False,7.994700000000001,2,0
0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-1.1343999999999994,1,1
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True,5.115600000000001,1,1
1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,-1.2781500000000037,1,1
1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True,-63.909400000000005,1,1
1,3,male,29.69911764705882,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False,4.242700000000001,3,0
1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True,-12.886499999999998,1,1
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False,-14.1344,2,0
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True,7.123950000000001,1,1
0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True,8.301,1,1
1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,-101.89689999999999,1,1
1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,6.615600000000001,1,1
0,3,male,29.69911764705882,0,0,15.5,Q,Third,man,True,Queenstown,no,True,4.115600000000001,1,1
0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False,-4.634399999999999,2,0
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False,9.194700000000001,2,0
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False,-14.684400000000004,2,0
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False,1.3656000000000006,4,0
1,3,female,29.69911764705882,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True,8.16975,1,1
0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False,-1.1343999999999994,2,0
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False,7.9031,2,0
1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True,-93.80314999999999,1,1
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True,2.4718499999999963,1,1
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,19.776,1,1
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True,3.815599999999998,1,1
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False,-5.321899999999999,5,0
1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True,-244.2990000000001,1,1
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,male,29.69911764705882,0,0,30.0,S,First,man,True,Southampton,yes,True,-3.1343999999999994,1,1
0,1,male,36.0,1,0,78.85,S,First,man,True,Southampton,no,False,-27.55940000000001,2,0
1,1,female,21.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,-119.32189999999997,5,0
0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False,3.815599999999998,2,0
1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,7.9031,1,1
0,1,male,70.0,1,1,71.0,S,First,man,True,Southampton,no,False,-23.6344,3,0
0,3,male,16.0,1,1,20.25,S,Third,man,True,Southampton,no,False,1.7406000000000006,3,0
1,2,female,30.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
0,1,male,19.0,1,0,53.1,S,First,man,True,Southampton,no,False,-14.684400000000004,2,0
0,3,male,31.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
1,2,female,4.0,1,1,23.0,S,Second,child,False,Southampton,yes,False,0.3656000000000006,3,0
1,3,male,6.0,0,1,12.475,S,Third,child,False,Southampton,yes,False,5.6281,2,0
0,3,male,33.0,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
0,3,male,23.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,2,female,48.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,-20.6344,4,0
1,2,male,0.67,1,1,14.5,S,Second,child,False,Southampton,yes,False,4.615600000000001,3,0
0,3,male,28.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,8.0823,1,1
0,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,no,True,6.115600000000001,1,1
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,1,female,33.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,-31.3844,1,1
0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,Southampton,no,True,4.615600000000001,1,1
0,3,male,41.0,0,0,7.125,S,Third,man,True,Southampton,no,True,9.0885,1,1
1,3,male,20.0,0,0,7.2292,C,Third,man,True,Cherbourg,yes,True,8.932200000000002,1,1
1,1,female,36.0,1,2,120.0,S,First,woman,False,Southampton,yes,False,-48.1344,4,0
0,3,male,16.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
1,1,female,51.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,-27.113550000000004,2,0
0,1,male,29.69911764705882,0,0,39.6,C,First,man,True,Cherbourg,no,True,-7.934400000000004,1,1
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,8.151,1,1
0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,True,Queenstown,no,False,-0.20940000000000225,2,0
0,3,male,32.0,0,0,8.3625,S,Third,man,True,Southampton,no,True,7.68435,1,1
0,3,male,24.0,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
0,3,male,48.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,7.994700000000001,1,1
0,2,female,57.0,0,0,10.5,S,Second,woman,False,Southampton,no,True,6.615600000000001,1,1
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
1,2,female,54.0,1,3,23.0,S,Second,woman,False,Southampton,yes,False,0.3656000000000006,5,0
0,3,male,18.0,0,0,7.75,S,Third,man,True,Southampton,no,True,8.151,1,1
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
1,3,female,5.0,0,0,12.475,S,Third,child,False,Southampton,yes,True,5.6281,1,1
0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,True,Queenstown,no,True,8.16975,1,1
1,1,female,43.0,0,1,211.3375,S,First,woman,False,Southampton,yes,False,-93.80314999999999,2,0
1,3,female,13.0,0,0,7.2292,C,Third,child,False,Cherbourg,yes,True,8.932200000000002,1,1
1,1,female,17.0,1,0,57.0,S,First,woman,False,Southampton,yes,False,-16.6344,2,0
0,1,male,29.0,0,0,30.0,S,First,man,True,Southampton,no,True,-3.1343999999999994,1,1
0,3,male,29.69911764705882,1,2,23.45,S,Third,man,True,Southampton,no,False,0.14059999999999917,4,0
0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,9.201,1,1
0,3,male,25.0,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Southampton,yes,True,8.5323,1,1
0,3,male,8.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,-2.6968999999999994,6,0
1,3,male,1.0,1,2,20.575,S,Third,child,False,Southampton,yes,False,1.5780999999999992,4,0
0,1,male,46.0,0,0,79.2,C,First,man,True,Cherbourg,no,True,-27.734400000000008,1,1
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
0,2,male,16.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-1.1343999999999994,1,1
0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,Southampton,no,False,-22.90939999999999,11,0
0,1,male,29.69911764705882,0,0,30.6958,C,First,man,True,Cherbourg,no,True,-3.482300000000002,1,1
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,1,female,49.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,-1.0990000000000038,1,1
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Southampton,yes,True,7.523950000000001,1,1
0,3,male,30.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,3,female,30.0,1,1,24.15,S,Third,woman,False,Southampton,no,False,-0.20940000000000225,3,0
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,2,female,31.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,-1.2593999999999994,3,0
1,1,male,11.0,1,2,120.0,S,First,child,False,Southampton,yes,False,-48.1344,4,0
1,3,male,0.42,0,1,8.5167,C,Third,child,False,Cherbourg,yes,False,7.6072500000000005,2,0
1,3,male,27.0,0,0,6.975,S,Third,man,True,Southampton,yes,True,9.313500000000001,1,1
0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True,19.776,1,1
0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,8.1135,1,1
0,2,male,39.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False,-14.684400000000004,2,0
0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True,7.94475,1,1
0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True,-0.20940000000000225,1,1
0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-3.7719000000000023,7,0
0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,1,male,29.69911764705882,0,0,0.0,S,First,man,True,Southampton,no,True,19.776,1,1
0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True,7.9031,1,1
0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False,-6.636499999999998,3,0
0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True,10.100999999999999,1,1
0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-2.0844000000000023,6,0
1,1,female,52.0,1,1,93.5,S,First,woman,False,Southampton,yes,False,-34.8844,3,0
1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True,7.53435,1,1
0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True,19.776,1,1
1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False,5.6281,2,0
0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-7.978149999999999,6,0
0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,True,Queenstown,no,True,9.350999999999999,1,1
0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,Southampton,no,True,-16.3823,1,1
1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False,-6.636499999999998,3,0
1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,8.151,1,1
1,1,female,62.0,0,0,80.0,S,First,woman,False,,yes,True,-28.1344,1,1
1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False,4.6385000000000005,2,0
1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False,2.4906000000000006,3,0
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,7.994700000000001,1,1
0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True,7.7156,1,1
1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False,-29.713549999999998,3,0
0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-16.3823,1,1
1,1,male,29.69911764705882,0,0,29.7,C,First,man,True,Cherbourg,yes,True,-2.9843999999999973,1,1
0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True,7.9031,1,1
0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
